id,home_team_id,away_team_id,poss_home,poss_away,shots_ot_home,shots_total_home,shots_ot_away,shots_total_away,saves_home,saves_away,cards_home,cards_away
266097448106403,TEAM-BDDFCDFA,TEAM-D069E7F8,47,53,5,10,6,16,5,2,0,0
59934689754353,TEAM-B2118D2C,TEAM-0587F59E,50,50,7,10,3,15,3,5,0,0
1723534310882,TEAM-27AC674B,TEAM-93330B41,42,58,1,8,4,14,2,1,0,0
87936432211056,TEAM-F53424F0,TEAM-0E077100,61,39,8,17,1,6,1,7,0,0
80696913913348,TEAM-550D05AB,TEAM-0FF29040,73,27,7,15,3,12,3,4,0,0
267070128393503,TEAM-782246EA,TEAM-720795A0,36,64,4,10,4,17,2,1,0,0
212324418555205,TEAM-3E37DB98,TEAM-7C631724,45,56,9,17,4,18,3,7,0,0
249170157109194,TEAM-51EA86E0,TEAM-7273A887,69,31,4,13,2,8,1,3,0,0
211830410333780,TEAM-D069E7F8,TEAM-3E37DB98,50,50,3,10,7,11,5,2,0,0
97738189384961,TEAM-0FF29040,TEAM-51EA86E0,34,66,4,8,1,9,1,3,0,0
88196758283503,TEAM-839B22B8,TEAM-27AC674B,47,53,5,15,4,5,2,2,0,0
213655822347260,TEAM-1C981597,TEAM-F53424F0,45,55,2,10,4,10,4,2,0,0
233084514322073,TEAM-A4EC0F45,TEAM-550D05AB,39,61,3,9,8,30,4,2,0,0
103873934296763,TEAM-93330B41,TEAM-A415D192,57,43,6,16,4,11,3,4,0,0
134449565887025,TEAM-7C631724,TEAM-BDDFCDFA,53,47,2,14,4,15,2,0,0,0
99010512310485,TEAM-7273A887,TEAM-720795A0,38,62,2,9,1,5,1,2,0,0
1981896096722,TEAM-0587F59E,TEAM-782246EA,55,45,4,19,6,8,4,3,0,0
71726453882620,TEAM-0E077100,TEAM-B2118D2C,33,67,7,11,5,15,4,2,0,0
58845994898066,TEAM-720795A0,TEAM-839B22B8,57,43,4,18,2,8,0,3,0,0
123845363308532,TEAM-550D05AB,TEAM-0E077100,76,24,7,24,4,9,4,4,0,0
31635900754577,TEAM-782246EA,TEAM-A4EC0F45,34,66,3,11,5,11,4,0,0,0
96380130563499,TEAM-3E37DB98,TEAM-7273A887,60,40,5,13,5,17,3,5,0,0
37099678724814,TEAM-0587F59E,TEAM-1C981597,55,45,7,22,3,6,1,3,0,0
249165185143039,TEAM-B2118D2C,TEAM-51EA86E0,51,49,3,11,6,15,4,2,0,0
238364193930544,TEAM-F53424F0,TEAM-7C631724,65,35,5,10,4,8,3,5,0,0
224127150371417,TEAM-BDDFCDFA,TEAM-93330B41,40,60,0,7,6,11,4,0,0,0
182653505299194,TEAM-27AC674B,TEAM-D069E7F8,49,51,3,10,2,9,1,0,0,0
78424921640283,TEAM-A4EC0F45,TEAM-839B22B8,64,36,5,17,2,6,1,5,0,0
166431566720497,TEAM-D069E7F8,TEAM-720795A0,43,57,3,9,5,14,2,1,0,0
36599477633161,TEAM-7273A887,TEAM-27AC674B,44,56,2,5,2,8,1,0,0,0
266196119130298,TEAM-B2118D2C,TEAM-3E37DB98,25,75,2,4,1,12,0,1,0,0
12867779076770,TEAM-93330B41,TEAM-782246EA,52,48,5,11,3,13,2,0,0,0
111769967402787,TEAM-0FF29040,TEAM-0587F59E,54,46,1,7,4,13,2,0,0,0
268893201650669,TEAM-A415D192,TEAM-F53424F0,41,59,9,13,4,9,3,6,0,0
273186728740917,TEAM-1C981597,TEAM-BDDFCDFA,47,53,1,9,2,5,0,1,0,0
190479901032667,TEAM-0E077100,TEAM-7C631724,65,35,3,14,8,17,5,2,0,0
160427239486660,TEAM-51EA86E0,TEAM-550D05AB,29,71,9,13,4,27,4,7,0,0
